content,ename,more,name
作为蓝精灵村唯一的女孩，蓝妹妹（黛米·洛瓦托 配音）一直对自己的身世耿耿于怀。一次，蓝妹妹发现了一张遗落的地图，由此引发精灵们对于神秘村庄真实性的猜想。于是，满怀好奇心的蓝妹妹与聪聪（丹尼·普迪 配音）、健健（乔·曼根尼罗 配音）和笨笨（杰克·麦克布瑞尔 配音）组成了冒险小分队，四个小伙伴背着蓝爸爸（曼迪·帕廷金 配音）离开了蓝精灵村，踏上了充满未知的探秘旅程。不料，离家出走的几个小伙伴却意外地误闯入禁足之林，与此同时，企图将所有蓝精灵一举擒获的邪恶巫师格格巫（雷恩·威尔森 配音）也对他们的此次探秘之旅百般阻挠。一场改变蓝精灵村命运的奇幻冒险之旅就此展开……,凯利·阿斯博瑞,Smurfs: The Lost Village,美国,2017-04-21大陆上映,/ 90分钟,"动画,冒险,家庭",蓝精灵：寻找神秘村
影片讲述了十个陌生人在暴雨夜同住进一间旅馆后发生的诡异隐秘的事情。一个漆黑的雨夜，10个陌生人由于沙漠风暴住进了一家汽车旅馆。这10个人分别是当过警察现在是司机的爱德华（约翰·库萨克 饰）、过气的女明星卡罗琳（瑞贝卡·德·莫妮 饰）、妓女帕瑞斯（阿曼达·皮特 饰）、一对夫妻金妮（克丽·杜瓦尔 饰）和路易斯（威廉姆·李·斯科特 饰）、警探罗德斯（雷·利奥塔 饰）和他押送的犯人罗伯特（杰克·布塞 饰）、约克夫妻、似乎隐藏不少秘密的汽车旅馆经理拉里（约翰·哈克斯 饰）。由于暴风雨，道路和通讯被阻断了。在这个与世隔绝、荒无人烟的地方，投宿的旅客接二连三被谋杀，众人处于惊恐之中，互相猜疑，然而究竟谁是凶手呢？,詹姆斯·曼高德,Identity,美国,2003-04-25美国上映,/ 90分钟,"悬疑,惊悚,剧情",致命ID
故事设定在未来的日本。在未来社会，全世界被庞大信息网络连为一体，人类的各种组织器官均可被人造化。生化人、仿生人、人类共存在地球上，单凭肉眼无法识别。很多人的身体都有着与网络连接的端口（在脖子后面），身体纯粹成为了一个容纳人类灵魂的容器。在这样的背景下，犯罪活动也有了新的动向，日本国家公共安全委员会下属的秘密行动小组“攻壳机动队”就是专门为对付此类犯罪而成立的，素子（斯嘉丽·约翰逊 饰）就是其中的一员。,鲁伯特·桑德斯,Ghost in the Shell,美国,2017-04-07大陆上映,/ 107分钟,"动作,科幻,犯罪",攻壳机动队
南宋年间，杭州城妖怪肆虐，百姓困苦不堪。玄光寺不通和尚（郑恺 饰）下山降妖除魔，邂逅女降魔师菁菁（张雨绮 饰）。原来二人前世实为天庭金童玉女，因触犯天条被贬人间，至此已轮回百世，却始终未能相认。不通与菁菁协力铲除天山老妖，并在途中结识了异域剑神独孤无败（谢依霖 饰），三人志同道合，成为挚友。恰在此时，不通在千年前降服的宿敌毒龙携众妖卷土重来，人间即将遭受一场前所未见的大劫难。到底毒龙酝酿着怎样的惊天阴谋？金童玉女今生能否团聚？正邪力量悬殊，神魔之战一触即发，正义是否能够战胜邪恶？,王晶,The Golden Monk,"中国大陆,中国香港",2017-11-17大陆上映,/ 91分钟,"喜剧,奇幻",降魔传
此番的新故事以马林梵多的顶上战争结束后为原点，描绘了失去艾斯并与同伴们分离的岁月里，主人公路飞在鲁斯卡纳岛上修行习得霸气的故事，而西鲁巴兹·雷利、波雅·汉库克、巴基、佩罗娜等角色也将登场亮相。此外，剧中还会出现由尾田新绘制的敌人——恶魔果实持有者班迪·沃尔德。,宇田钢之助,ワンピース“3D2Y”エースの死を越えて!ルフィ仲間との誓い,日本,2014-08-30日本上映,/ 107分钟,动画,海贼王15周年纪念特别篇——幻之篇章「3D2Y 跨越艾斯之死！与路飞伙伴的誓言」
得赌神毕生绝技的刀仔（刘德华 饰）在龙五（向华强  饰）的陪同下重出江湖，代表师父以赌技致力慈善事业，人称赌侠。遇到欲拜赌神为师号称赌圣的阿星（周星驰 饰）后，两人互展计谋绝技，打成平手。侯赛因（单立文 饰）为替被赌神击败的义父陈金城报仇，在赌船上打着赌神旗号骗尽东南亚阔佬钱财，欲使赌神身败名裂，并设计挟持了龙五和阿叔（吴孟达 饰）等人，以期封住刀仔的口，不把他的真实身份揭穿。为了赌神的声誉，刀仔和阿星一用赌技绝学一用特异功能，并肩合作与侯赛因在赌桌上展开了智斗。,王晶,賭俠,中国香港,1990-12-13中国香港上映,/ 99分钟,"剧情,喜剧",赌侠
令孤冲（李连杰 饰）在一次与师兄弟下山办事的过程中，意外的发现东方不败（林青霞 饰）与倭寇串通有谋反之意，便与任盈盈（关之琳 饰）向问天及蓝凤凰（袁洁莹 饰）等计划，准备救出任我行联手除掉东方不败，夺回日月神教。但令孤冲不认识东方不败，误把东方不败当成一位美貌少女，以至于使自已的同门尽皆死于东方不败之手。于是令孤冲、任盈盈、向问天、任我行等一同去找东方不败报仇。在一场激烈的打斗中令孤冲面部被划伤，任我行一只眼被刺瞎，向问天小腿受伤，而东方不败坠入山崖……,程小东,Swordsman 2,中国香港,1992-06-26中国香港上映,/ 107分钟,"动作,奇幻",笑傲江湖2：东方不败
二十世纪福斯买下阿加莎·克里斯蒂小说《无人生还》改编权，找来《模仿游戏》导演莫滕·泰杜姆执导。《无人生还》讲述十位犯了罪却逃脱法律制裁的人，被骗到士兵岛，接受正义裁决的故事，是克里斯蒂最著名的作品之一，全球热卖一亿本。影片将由肖恩·利维的公司21 Laps制作。,莫滕·泰杜姆,And Then There Were None,美国,2018美国上映,/ 90分钟,"悬疑,惊悚",无人生还
讲述了从小在美国长大的林秋楠（林秋楠 饰）带着“超级英雄梦”回到中国，和舅舅袁来（刘芮麟 饰）共同生活并一直相信自己可以保护好“脆弱舅舅”。但他独特的思维方式和一身的功夫反而给自己的校园生活和舅舅的恋情添乱。他又在不知觉中卷入一桩国际罪案，一场惊心动魄的对决难以避免……,陶声,Kungfu Boys,中国大陆,2016-08-02大陆上映,/ 98分钟,"动作,家庭,喜剧",龙拳小子
一年一度的七夕即将到来，东京、神奈、静冈、长野等地却接连发生六起连环杀人案，被害者身边皆留下麻将牌中的七筒和奇怪暗示。由于作案范围过大，各地警署探员纷纷聚到东京警署的专案组共同研究案情，毛利小五郎也被邀请参加，柯南则偷偷听取了会议的内容。会后，柯南无意中听到群马县警部山村操哼唱的童谣，继而发现有黑衣组织的成员混进警察中间。在一次围捕行动中，柯南遇到假扮人质的Vermouth，得知近期一连串的杀人案件与存有组织内部人员资料的记忆卡有关。与此同时，潜入警察内部的间谍偷偷盗取工藤新一和柯南的指纹，新一的身份眼看被拆穿，巨大的危险正向他和身边的人急速袭来……,山本泰一郎,Detective Conan: The Raven Chaser,日本,2010-01-14大陆上映,/ 107分钟,"动画,悬疑",名侦探柯南：漆黑的追踪者
欧洲某国的安妮公主（奥黛丽·赫本 饰）到访罗马，国务烦身，但她又厌倦繁文缛节。一天晚上，身心俱疲的她偷偷来到民间欣赏夜景，巧遇报社记者乔（格利高里·派克 饰）。二人把手同游，相当快乐。公主更是到乔的家中作客并在那过夜。不料乔无意中发现了公主的真实身份，他决定炮制一个独家新闻，于是乔和朋友、摄影师欧文（埃迪·艾伯特 饰）一起带公主同游罗马，并且偷拍了公主的很多生活照。然而，在接下来与公主的相处中，乔不知不觉恋上了公主。为了保护公主的形象，乔只能忍痛抛弃功成名就的良机，将照片送予了公主。安妮公主在经历了罗马一日假期后，反而体验了自己对国家的责任，毅然返回了大使馆，为了本身的责任而果断抛弃了爱情。,威廉·惠勒,Roman Holiday,美国,1953-09-02美国上映,/ 118分钟,"喜剧,剧情,爱情",罗马假日
清朝中叶，内忧外患，传统崩溃，民生凋敝。小男孩杨露禅额头天生肉角、相貌奇异，却只会吃和傻笑，大家认定他这辈子只能混吃等死，唯独杨母（舒淇 饰）认为儿子露禅（袁晓超 饰）天赋异禀，将来必成大器。随着年龄增长，露禅渐渐展现异于常人的能力——对于种种拳脚招式，过目不忘，尤其是头顶肉角一旦被触动，更是力大无穷，无人能敌。高人指出，如能善用此天赋，他将成为绝顶高手，但若放任其颜色由红转黑，必有性命之虞。露禅一路颠沛流离来到陈家沟——太极拳的发源地，希望学拳保命。孰料陈家拳不传外人，所幸有神秘老人（梁家辉 饰）总在关键时刻暗中指点，露禅进步神速，令村民刮目相看。一向平静的山村，因为朝廷修筑铁道面临灭村危机。在陈家沟成长，从英国学成归国的直隶铁道总监造方子敬（彭于晏 饰），为了自己的前途，不惜牺牲乡亲的利益。玉娘（杨颖 饰）与子敬青梅竹马，面对爱人背叛，伤心欲绝，决定不惜性命保护家园。子敬率领机械怪兽“特洛伊”直捣村口，威胁村民限期搬离，否则夷为平地。露禅在神秘老人的指点下，与玉娘并肩作战，一举摧毁特洛伊，打退清兵，拯救全村。陷入疯狂的方子敬，誓言以更强大的火力报复，而玉娘也做出了一个重大决定……,冯德伦,Taichi 0,中国大陆,2012-09-27大陆上映,/ 98分钟,"动作,奇幻,武侠",太极1：从零开始
房产经纪人何志伟（黄河 饰）与奶奶（刘引商 饰）共同生活，他一心想要买属于自己的房子好跟交往5年的电台DJ女友怡君（许玮宁 饰）结婚，而怡君似乎还没有准备好。一天早上，阿伟发现奶奶离奇失踪了，通过门卫阿坤伯（张柏舟 饰）的帮忙，他发现奶奶疑似被一名诡异的红衣小女孩给带走了，这可能与山中传说有关，而危险正在步步靠近着自己。事故的几天后，失魂落魄的奶奶回来了，而阿伟却失踪了，无奈之下怡君开始了惊心动魄的找寻之旅，恐怖的真相也在接近着她。,程伟豪,紅衣小女孩,中国台湾,2015-11-27中国台湾上映,/ 93分钟,"惊悚,恐怖",红衣小女孩
黑子哲也 及 火神大我 加入了诚凛高中篮球队。相对于有着绝佳球感的火神，黑子却是一名在场上“几乎没有存在感”的球员。但其实，黑子曾是篮球强校帝光国中篮球队的一员，曾与被称为“奇迹时代”的5位天才并肩战斗，以“梦幻的第6人”的称号活跃在篮球场上。“影”与“光”的二人搭档成为校队主力，带领诚凛高中成功打进了冬季选拔赛，并在选拔赛中击败其他拥有“奇迹时代”成员的各路强队，获得了全国冠军。 就在二人升上高二后的那个暑假末尾，由一批18岁左右的美国篮球天才组成的街球队伍“Jabberwock”来访日本，并与日本男篮国家队进行友谊赛。他们以压倒性的实力让日本队惨败，还嘲笑了他们一番。 此举激怒了诚凛高中篮球队教练丽子的父亲景虎。这位曾经的日本篮球国手决定集结黑子与火神，以及“奇迹时代”的其他成员，临时组建梦幻球队“VORPAL SWORDS”，誓言向“Jabberwock”复仇！ 一场最激烈的决战，就此打响!,多田俊介,劇場版 黒子のバスケ LAST GAME,日本,2018-08-24大陆上映,/ 91分钟,"动画,运动",黑子的篮球·终极一战
二十年代的美国，纽约少年“面条”（罗伯特·德尼罗 饰）和几个同龄朋友一起认识了聪明狡黠的“麦大”（詹姆斯·伍兹 饰），他们开始从事走私活动。不久，面条在一场械斗中杀伤人命，被关进监牢。若干年后，“面条”出狱，当时的小伙伴们已经变成了健壮的青年人，在“麦大”的带领下，他们开始了一系列抢劫、盗窃、敲诈活动。随着犯罪活动的不断深入，“麦大”似乎被胜利冲昏了头脑，竟然把美国联邦储备银行也列入了行动目标。“面条”不忍眼看好友走向毁灭，偷偷打电话报警，想逼迫“麦大”收手。警察与“面条”的朋友展开激烈枪战，“麦大”等人全部被杀。“面条”带着深深的悔恨和痛苦，离开纽约，回到年少时生长的地方。三十五年过去了，几近垂暮的“面条”重新回到纽约的伤心地，他遇见了少时的朋友和旧情人，而当年“麦大”他们的死，背后竟然包含着出乎意料的阴谋。,赛尔乔·莱翁内,Once Upon a Time in America,"意大利,美国",2015-04-23大陆上映,/ 229分钟,"犯罪,剧情",美国往事
